#double-hashing.csv
#Yannick
#Matousek
#12005960
group,number,instanceType,probeType,stepsAvg,m,numberOfKeys,stepsNegativeAvg
Double Hashing,338,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,339,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,340,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,341,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,342,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,343,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,344,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,345,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,346,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,347,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,348,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,349,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,350,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,351,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,352,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,353,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,354,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,355,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,356,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,357,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,358,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,359,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,360,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,361,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,362,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,363,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,364,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,365,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,366,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,367,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,368,DOUBLE_HASHING,NONE,0.0,0,0,0.0
Double Hashing,369,DOUBLE_HASHING,NONE,0.0,0,0,0.0
